price,ratings,pagenum,originalprice,discount,brand,processor,rear_camera_mp,front_camera_mp,phone_warranty_category,box_warranty_category,battery_m_ah,display_inches,ram,storage
25999,4.6,39,32999,21%,realme,Dimensity 7400 Ultra Processor,50MP,50MP + 8MP,1 Year,1 Year,10001,6.8,8,128
599,3.4,39,999,40%,Lvix,Dimensity 6300 Processor,0.3MP,0.3MP,Up to 6 Months,No Warranty,1000,1.77,8,0
11999,3.9,39,21999,45%,Acer,Dimensity 6300 Processor,64MP,64MP,1 Year,No Warranty,5000,6.7,8,128
21999,4.4,39,30999,29%,realme,Dimensity 6300 Processor,50MP,50MP + 2MP,1 Year,1 Year,6000,6.83,8,256
22999,4.4,39,32999,30%,realme,Dimensity 6300 Processor,50MP,50MP + 2MP,1 Year,1 Year,6000,6.83,12,256
19999,4.4,39,28999,31%,realme,Dimensity 6300 Processor,50MP,50MP + 2MP,1 Year,1 Year,6000,6.83,8,128
23999,4.4,39,32999,27%,OPPO,Dimensity 7300 Processor,50MP,50MP + 2MP,1 Year,1 Year,6000,6.7,8,128
497,3.5,39,999,50%,HOTLINE,Dimensity 6300 Processor,0.3MP,0.3MP,Up to 6 Months,No Warranty,1000,1.8,8,0
48999,4.6,39,54999,10%,OPPO,Dimensity 6300 Processor,50MP,50MP + 50MP + 8MP,1 Year,1 Year,6500,6.59,12,256
471,3.5,39,999,52%,HOTLINE,Dimensity 6300 Processor,0.3MP,0.3MP,Up to 6 Months,No Warranty,1000,1.8,8,0
32999,4.4,39,34999,5%,realme,Mediatek Dimensity 7300+ 5G Processor,50MP,50MP + 8MP,1 Year,1 Year,7000,6.8,12,256
26999,4.5,39,35999,25%,realme,Dimensity 8350 Ultra Processor,50MP,50MP + 8MP,1 Year,1 Year,6000,6.83,12,256
12999,4.1,39,16999,23%,Samsung,Dimensity 6300 Processor,50MP,50MP + 2MP,1 Year,1 Year,5000,6.7,6,128
28999,4.6,39,32999,21%,REDMI,Dimensity 6300 Processor,108MP,108MP,1 Year,No Warranty,5520,6.77,8,256
809,3.8,39,1999,59%,Jmax,Dimensity 6300 Processor,1.3MP,1.3MP,1 Year,No Warranty,2250,2.4,8,0
55354,4.6,39,59999,7%,Samsung,Exynos 2400 Processor,50MP,50MP + 12MP + 8MP,1 Year,1 Year,4900,6.7,8,128
13999,4.2,39,32999,21%,Motorola,Snapdragon 695 5G Processor,50MP,50MP + 2MP,1 Year,1 Year,5000,6.5,4,128
21999,4.4,39,28999,24%,REDMI,Dimensity 7300 Ultra Processor,50MP,50MP + 8MP + 2MP,1 Year,1 Year,5500,6.67,8,128
38999,4.5,39,43999,11%,vivo,Dimensity 6300 Processor,50MP,50MP + 8MP + 50MP,1 Year,1 Year,6500,6.77,8,256
30999,4.3,40,32999,21%,Samsung,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,5000,6.7,8,128
28999,4.4,40,29999,3%,realme,Mediatek Dimensity 7300+ 5G Processor,50MP,50MP + 8MP,1 Year,1 Year,7000,6.8,8,128
30999,4.4,40,31999,3%,realme,Mediatek Dimensity 7300+ 5G Processor,50MP,50MP + 8MP,1 Year,1 Year,7000,6.8,8,256
19199,4.2,40,24999,23%,REDMI,Dimensity 6300 Processor,50MP,50MP,1 Year,No Warranty,5110,6.67,8,256
10999,4.2,40,14499,24%,POCO,Dimensity 6300 Processor,50MP,8MP,1 Year,1 Year,6000,6.9,4,128
36999,4.4,40,44999,17%,OPPO,Dimensity 6300 Processor,50MP,50MP + 2MP,1 Year,1 Year,7000,6.8,12,256
23890,4.4,40,30999,22%,REDMI,Dimensity 7300 Ultra Processor,50MP,50MP + 8MP + 2MP,1 Year,1 Year,5500,6.67,8,256
21999,4.4,40,28999,24%,REDMI,Dimensity 7300 Ultra Processor,50MP,50MP + 8MP + 2MP,1 Year,1 Year,5500,6.67,8,128
1996,3.8,40,2699,26%,itel,Dimensity 6300 Processor,0.3MP,50MP,Up to 6 Months,No Warranty,1900,1.8,32,0
31580,4.0,40,34999,9%,Samsung,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,5000,6.7,12,256
998,4.0,40,1620,38%,Kechaoda,Dimensity 6300 Processor,0.3MP,0.3MP,Up to 6 Months,No Warranty,5500,1.3,8,0
28999,4.6,40,32999,21%,REDMI,Dimensity 6300 Processor,108MP,108MP,1 Year,No Warranty,5520,6.77,8,256
35999,4.4,40,37999,5%,POCO,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,7550,6.83,12,512
23999,4.4,40,32999,21%,realme,Mediatek Dimensity 7400 Processor,50MP,50MP + 8MP,1 Year,1 Year,7000,6.77,8,256
1299,3.7,40,2499,48%,Micromax,Dimensity 6300 Processor,0.08MP,0.08MP,No Warranty,No Warranty,1200,2.4,8,0
1384,3.7,40,2899,52%,TOUCH,Dimensity 6300 Processor,2MP,2MP,Up to 6 Months,No Warranty,1800,1.8,8,0
21999,4.2,40,32999,21%,Motorola,Dimensity 7020 Processor,50MP,16MP,1 Year,1 Year,6000,6.5,12,256
999,3.8,40,1999,50%,GFive,Dimensity 6300 Processor,1MP,1MP,1 Year,No Warranty,3000,2.8,8,0
21790,4.4,40,28999,24%,REDMI,Dimensity 7300 Ultra Processor,50MP,50MP + 8MP + 2MP,1 Year,1 Year,5500,6.67,8,128
24999,4.5,40,31999,21%,vivo,Snapdragon 7 Gen 3 Processor,50MP,50MP + 8MP,1 Year,1 Year,5500,6.77,8,256
25999,4.6,41,32999,21%,realme,Dimensity 7400 Ultra Processor,50MP,50MP + 8MP,1 Year,1 Year,10001,6.8,8,128
999,3.8,41,1999,50%,GFive,Dimensity 6300 Processor,1MP,1MP,1 Year,No Warranty,3000,2.8,8,0
24999,4.5,41,31999,21%,vivo,Snapdragon 7 Gen 3 Processor,50MP,50MP + 8MP,1 Year,1 Year,5500,6.77,8,256
21790,4.4,41,28999,24%,REDMI,Dimensity 7300 Ultra Processor,50MP,50MP + 8MP + 2MP,1 Year,1 Year,5500,6.67,8,128
25999,4.4,41,33999,23%,realme,Dimensity 8350 Ultra Processor,50MP,50MP + 8MP,1 Year,1 Year,6000,6.83,8,256
26999,4.5,41,35999,25%,realme,Dimensity 8350 Ultra Processor,50MP,50MP + 8MP,1 Year,1 Year,6000,6.83,12,256
23999,4.4,41,31999,25%,realme,Dimensity 8350 Ultra Processor,50MP,50MP + 8MP,1 Year,1 Year,6000,6.83,8,128
27999,4.4,41,31999,12%,vivo,Dimensity 7300 Processor,50MP,50MP + 2MP,1 Year,1 Year,5500,6.77,8,256
14999,4.1,41,23999,37%,MOTOROLA,Qualcomm Snapdragon 695 5G Processor,50MP,16MP,1 Year,1 Year,5000,6.6,6,128
1499,4.2,41,2999,50%,ringme,Dimensity 6300 Processor,1MP,1MP,Up to 6 Months,No Warranty,4000,2.4,8,0
709,3.4,41,1749,59%,Jio,Dimensity 6300 Processor,0.3MP,0MP,1 Year,No Warranty,1000,1.77,128,0
17444,4.2,41,21499,18%,Samsung,Dimensity 6300 Processor,50MP,50MP + 5MP + 2MP,1 Year,1 Year,5000,6.7,8,128
23675,4.4,41,32999,28%,OPPO,Dimensity 7300 Processor,50MP,50MP + 2MP,1 Year,1 Year,6000,6.7,8,128
23999,4.4,41,33999,29%,POCO,Dimensity D8400 Ultra Processor,50MP,50MP + 8MP,1 Year,1 Year,6550,6.67,12,256
32385,4.4,41,56999,43%,OnePlus,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,5000,6.7,8,128
22999,4.4,41,25999,11%,vivo,Dimensity 6300 Processor,50MP,50MP + 2MP,1 Year,1 Year,6000,6.74,8,128
11674,4.1,41,15499,24%,Samsung,MEDIATEK Processor,50MP,50MP,1 Year,1 Year,5000,6.7,4,128
43599,4.6,41,45999,5%,OPPO,Dimensity 6300 Processor,50MP,50MP + 50MP + 8MP,1 Year,1 Year,6500,6.59,8,256
17999,4.3,41,24999,28%,POCO,Dimensity 7300 Ultra Processor,50MP,50MP + 8MP + 2MP,1 Year,1 Year,5500,6.67,8,128
34999,4.3,41,39999,12%,realme,Dimensity 8400-MAX Processor,50MP,50MP + 8MP,No Warranty,No Warranty,7000,6.8,8,256
