price,ratings,pagenum,originalprice,discount,brand,processor,rear_camera_mp,front_camera_mp,phone_warranty_category,box_warranty_category,battery_m_ah,display_inches,ram,storage
39999,4.5,20,44999,11%,OnePlus,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,6000,6.78,12,256
27999,4.4,20,36999,24%,Motorola,Dimensity 6300 Processor,50MP,50MP + 13MP + 10MP,1 Year,1 Year,4500,6.7,8,256
74999,4.5,20,79999,6%,Google,Tensor G5 Processor,50MP,48MP + 13MP + 10.8MP,1 Year,No Warranty,4970,6.3,12,256
20999,4.4,20,24999,16%,MOTOROLA,Dimensity 7400 Processor,50MP,32MP,1 Year,1 Year,5500,6.67,8,128
8280,4.0,20,8399,1%,LAVA,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,5000,6.6,4,128
30499,4.5,20,33999,10%,IQOO,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,6400,6.78,8,256
21598,4.4,20,25999,16%,IQOO,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,7300,6.7,8,128
1215,4.1,20,1599,24%,Kechaoda,Dimensity 6300 Processor,0.3MP,50MP,1 Year,No Warranty,1700,2.4,16,0
24368,4.4,20,27999,12%,IQOO,Dimensity 6300 Processor,50MP,50MP,1 Year,No Warranty,7300,6.77,8,256
15632,4.3,20,16999,8%,REDMI,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,7000,6.9,6,128
33999,4.4,20,35999,5%,POCO,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,7550,6.83,12,256
16299,4.3,20,17999,9%,REDMI,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,7000,6.9,8,128
15374,4.3,20,16999,9%,REDMI,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,7000,6.9,6,128
1199,4.2,20,1549,22%,LAVA,Dimensity 6300 Processor,0.2MP,0.2MP,1 Year,No Warranty,1750,1.77,8,0
8199,4.3,20,10999,25%,realme,T612 Processor,32MP,5MP,1 Year,1 Year,5000,6.745,6,128
13832,4.4,20,16499,16%,Samsung,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,5000,6.7,4,128
469,3.5,20,999,53%,HOTLINE,Dimensity 6300 Processor,0.3MP,0.3MP,No Warranty,No Warranty,1000,1.8,8,0
17749,4.4,20,21999,19%,Tecno,Dimensity 7300 Ultimate Processor,50MP,64MP + 8MP,1 Year,No Warranty,6000,6.78,8,128
52989,4.6,20,57999,8%,OnePlus,Dimensity 6300 Processor,50MP,50MP,1 Year,No Warranty,5850,6.32,12,256
18749,4.4,20,23999,21%,Tecno,Dimensity 7300 Ultimate Processor,50MP,64MP + 8MP,1 Year,No Warranty,6000,6.78,8,256
10598,4.1,20,11700,9%,Samsung,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,5000,6.7,4,128
23058,4.4,20,24999,7%,OnePlus,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,5500,6.7,8,128
11799,4.3,20,13999,15%,POCO,Dimensity 6300 Processor,50MP,8MP,1 Year,1 Year,5160,6.88,8,128
25999,4.6,21,32999,21%,realme,Dimensity 7400 Ultra Processor,50MP,50MP + 8MP,1 Year,1 Year,10001,6.8,8,128
717,3.0,21,1299,44%,Samsung,Dimensity 6300 Processor,50MP,50MP,No Warranty,No Warranty,5500,1.52,8,0
33999,4.4,21,35999,5%,POCO,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,7550,6.83,12,256
23058,4.4,21,24999,7%,OnePlus,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,5500,6.7,8,128
15784,4.2,21,19999,21%,Samsung,Dimensity 6300 Processor,50MP,50MP + 5MP + 2MP,1 Year,1 Year,5000,6.7,6,128
15339,4.3,21,16999,9%,REDMI,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,6000,6.9,8,128
10598,4.1,21,11700,9%,Samsung,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,5000,6.7,4,128
7299,4.2,21,9999,27%,MOTOROLA,Helio G81 Processor,50MP,8MP,1 Year,1 Year,5100,6.67,4,64
19999,4.4,21,20999,4%,realme,Mediatek Dimensity 7400 Processor,50MP,50MP + 8MP,1 Year,1 Year,7000,6.77,6,128
21999,4.4,21,32999,21%,realme,Mediatek Dimensity 7400 Processor,50MP,50MP + 8MP,1 Year,1 Year,7000,6.77,8,128
998,4.0,21,2200,54%,Kechaoda,Dimensity 6300 Processor,50MP,0MP,1 Year,No Warranty,5500,1.44,32,0
39999,4.5,21,32999,21%,realme,Dimensity 7300 Max Processor,50MP,200MP + 8MP,1 Year,1 Year,7000,6.78,12,256
18499,4.4,21,21499,13%,vivo,Dimensity 6300 Processor,50MP,50MP + 0.08MP,1 Year,No Warranty,6500,6.68,6,128
899,3.8,21,1699,47%,I,Dimensity 6300 Processor,0.3MP,50MP,1 Year,1 Year,2500,2.4,8,0
1208,4.1,21,1599,24%,LAVA,Dimensity 6300 Processor,50MP,0MP,1 Year,1 Year,1200,2.4,32,0
31980,4.5,21,33999,5%,IQOO,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,6400,6.78,8,256
25999,4.4,21,31999,18%,Infinix,Dimensity 8350 Ultimate Processor,50MP,108MP + 8MP,1 Year,1 Year,5500,6.78,8,256
12399,4.3,21,13999,11%,REDMI,Dimensity 6300 Processor,50MP,8MP,1 Year,1 Year,5160,6.88,6,128
24999,4.4,21,27999,10%,MOTOROLA,Dimensity 7400 Processor,50MP,32MP,1 Year,1 Year,5500,6.67,12,256
52989,4.6,21,57999,8%,OnePlus,Dimensity 6300 Processor,50MP,50MP,1 Year,No Warranty,5850,6.32,12,256
42999,4.6,21,74999,42%,Samsung,Dimensity 6300 Processor,50MP,50MP + 12MP,1 Year,1 Year,4000,6.2,8,128
20999,4.6,21,24999,16%,POCO,Dimensity 6300 Processor,50MP,20MP,1 Year,1 Year,5520,6.77,8,256
999,4.1,21,1499,33%,Kechaoda,Dimensity 6300 Processor,50MP,0MP,Up to 6 Months,No Warranty,5500,1.44,32,0
16899,4.5,21,18999,11%,realme,Dimensity 6300 Processor,50MP,50MP,1 Year,No Warranty,7000,6.57,6,128
1269,4.2,22,1649,23%,LAVA,Mtk Processor,50MP,0MP,1 Year,No Warranty,1750,1.8,32,0
9529,4.2,22,11499,17%,LAVA,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,5000,6.7,4,128
25999,4.6,22,32999,21%,realme,Dimensity 7400 Ultra Processor,50MP,50MP + 8MP,1 Year,1 Year,10001,6.8,8,128
7499,4.3,22,8999,16%,Tecno,T7250 Processor,13MP,50MP,1 Year,No Warranty,5000,6.67,4,64
11799,4.2,22,13999,15%,REDMI,Dimensity 6300 Processor,50MP,8MP,1 Year,1 Year,5160,6.88,4,128
9999,4.1,22,11999,16%,Tecno,Dimensity 6300 5G Processor,48MP,8MP,1 Year,No Warranty,5000,6.67,4,64
999,4.1,22,1499,33%,Kechaoda,Dimensity 6300 Processor,50MP,0MP,Up to 6 Months,No Warranty,5500,1.44,32,0
899,4.0,22,1499,40%,Kechaoda,Dimensity 6300 Processor,50MP,0MP,Up to 6 Months,No Warranty,5500,0.66,16,0
36999,4.5,22,32999,21%,realme,Dimensity 7300 Max Processor,50MP,200MP + 8MP,1 Year,1 Year,7000,6.78,8,256
34999,4.5,22,32999,21%,realme,Dimensity 7300 Max Processor,50MP,200MP + 8MP,1 Year,1 Year,7000,6.78,8,128
870,4.0,22,1099,20%,itel,Dimensity 6300 Processor,50MP,50MP,1 Year,No Warranty,1000,1.8,32,0
16999,4.4,22,19999,15%,vivo,Dimensity 6300 Processor,50MP,50MP + 0.08MP,1 Year,No Warranty,6500,6.68,4,128
40826,4.5,22,40999,21%,IQOO,Qualcomm Processor,50MP,50MP + 50MP + 8MP,1 Year,1 Year,7000,6.78,12,256
998,3.0,22,1999,50%,Samsung,Dimensity 6300 Processor,0.3MP,50MP,1 Year,No Warranty,1000,2.0,16,16
987,4.1,22,1499,34%,itel,Unisoc Processor,50MP,50MP,1 Year,No Warranty,1000,1.8,32,0
34999,4.4,22,37999,7%,realme,Dimensity 6300 Processor,50MP,50MP + 50MP + 8MP,1 Year,1 Year,6000,6.83,12,256
12199,4.3,22,14999,18%,REDMI,Dimensity 6300 Processor,50MP,8MP,1 Year,1 Year,5160,6.88,6,128
14995,4.2,22,17499,14%,Samsung,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,5000,6.7,6,128
69999,4.5,22,84999,17%,MOTOROLA,Snapdragon 8 Gen 5 Processor,50MP,50MP + 50MP + 50MP,1 Year,1 Year,5200,6.8,16,0
20999,4.4,22,24999,16%,MOTOROLA,Dimensity 7400 Processor,50MP,32MP,1 Year,1 Year,5500,6.67,8,128
19999,4.3,22,20999,4%,realme,Dimensity 7400 Ultra Processor,50MP,50MP + 2MP,1 Year,1 Year,7000,6.72,8,256
37923,4.5,22,37999,21%,OnePlus,Dimensity 6300 Processor,50MP,50MP,1 Year,No Warranty,6800,6.83,12,256
20999,4.3,22,24999,16%,Tecno,Dimensity 6400 5G Processor,50MP,50MP + 2MP,1 Year,No Warranty,5160,6.78,8,128
38970,4.5,22,40999,4%,OnePlus,Dimensity 6300 Processor,50MP,50MP,1 Year,No Warranty,6800,6.83,12,512
10890,4.1,23,13999,22%,Samsung,mediatek Processor,50MP,50MP,1 Year,1 Year,5000,6.7,4,64
1259,4.2,23,1649,23%,LAVA,Mtk Processor,50MP,0MP,1 Year,No Warranty,1750,1.8,32,0
25999,4.6,23,32999,21%,realme,Dimensity 7400 Ultra Processor,50MP,50MP + 8MP,1 Year,1 Year,10001,6.8,8,128
987,4.1,23,1499,34%,itel,Unisoc Processor,50MP,50MP,1 Year,No Warranty,1000,1.8,32,0
899,4.0,23,1499,40%,Kechaoda,Dimensity 6300 Processor,50MP,0MP,Up to 6 Months,No Warranty,5500,0.66,16,0
12999,4.2,23,14999,13%,Tecno,Dimensity 6300 5G Processor,48MP,8MP,1 Year,No Warranty,5000,6.67,8,128
22999,4.0,23,31999,28%,Samsung,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,5000,6.7,8,256
89900,4.6,15,32999,21%,Apple,A18 Chip,50MP,12MP,1 Year,1 Year,5500,6.7,256,0
20999,4.3,23,24999,16%,Tecno,Dimensity 6400 5G Processor,50MP,50MP + 2MP,1 Year,No Warranty,5160,6.78,8,128
9999,3.9,23,12999,23%,Ai,T8200 Processor,50MP,5MP,1 Year,1 Year,5000,6.745,8,128
79900,4.6,27,32999,21%,Apple,A18 Chip,50MP,12MP,1 Year,1 Year,5500,6.7,128,0
1059,3.7,23,1499,29%,MOTOROLA,Mtk Processor,50MP,0MP,More than 1 Year,No Warranty,5500,1.44,8,0
999,4.1,23,1499,33%,Kechaoda,Dimensity 6300 Processor,50MP,0MP,Up to 6 Months,No Warranty,5500,1.44,32,0
14995,4.2,23,17499,14%,Samsung,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,5000,6.7,6,128
10499,4.2,23,13999,25%,REDMI,Dimensity 6300 Processor,50MP,8MP,1 Year,1 Year,5160,6.88,4,128
4864,4.1,23,5899,17%,Nokia,Dimensity 6300 Processor,0.3MP,0.3MP,Up to 6 Months,Up to 6 Months,1450,2.8,46875,125
1208,4.1,23,1599,24%,LAVA,Dimensity 6300 Processor,50MP,0MP,1 Year,1 Year,1200,2.4,32,0
19999,4.3,23,32999,21%,OPPO,Dimensity 6020 Processor,50MP,8MP,1 Year,1 Year,5000,6.56,6,128
997,4.1,23,1499,33%,Kechaoda,Dimensity 6300 Processor,50MP,0MP,Up to 6 Months,No Warranty,5500,1.44,32,0
22999,4.3,23,32999,21%,realme,MediaTek Dimensity 6400 MAX Processor,50MP,50MP + 2MP,1 Year,1 Year,7000,6.57,8,128
9999,4.1,23,11999,16%,Tecno,Dimensity 6300 5G Processor,48MP,8MP,1 Year,No Warranty,5000,6.67,4,64
14744,4.3,23,16999,13%,realme,Dimensity 6300 Processor,50MP,8MP,1 Year,1 Year,6000,6.67,6,128
14999,4.3,24,16999,11%,Infinix,Dimensity 7300 Ultimate Processor,50MP,50MP,1 Year,1 Year,5500,6.67,8,128
19999,4.3,24,32999,21%,OPPO,Dimensity 6020 Processor,50MP,8MP,1 Year,1 Year,5000,6.56,6,128
9999,4.1,24,11999,16%,Tecno,Dimensity 6300 5G Processor,48MP,8MP,1 Year,No Warranty,5000,6.67,4,64
997,4.1,24,1499,33%,Kechaoda,Dimensity 6300 Processor,50MP,0MP,Up to 6 Months,No Warranty,5500,1.44,32,0
25999,4.6,24,32999,21%,realme,Dimensity 7400 Ultra Processor,50MP,50MP + 8MP,1 Year,1 Year,10001,6.8,8,128
22999,4.3,24,32999,21%,realme,MediaTek Dimensity 6400 MAX Processor,50MP,50MP + 2MP,1 Year,1 Year,7000,6.57,8,128
17999,4.3,24,22999,21%,Samsung,Exynos 1380 Processor,50MP,13MP,1 Year,1 Year,5000,6.7,6,128
15339,4.3,24,16999,9%,REDMI,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,6000,6.9,8,128
14240,4.2,24,17499,18%,Samsung,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,5000,6.7,6,128
17970,4.3,24,19999,10%,REDMI,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,7000,6.9,8,256
10499,4.1,24,12999,19%,Tecno,Dimensity 6300 5G Processor,48MP,8MP,1 Year,No Warranty,5000,6.67,4,128
999,4.1,24,1499,33%,Kechaoda,Dimensity 6300 Processor,50MP,0MP,Up to 6 Months,No Warranty,5500,1.44,32,0
879,4.0,24,1499,41%,Kechaoda,Dimensity 6300 Processor,50MP,50MP,Up to 6 Months,No Warranty,5500,0.66,16,0
859,4.1,24,1249,31%,itel,Dimensity 6300 Processor,50MP,50MP,1 Year,No Warranty,1000,1.8,8,0
1269,4.2,24,1649,23%,LAVA,Mtk Processor,50MP,0MP,1 Year,No Warranty,1750,1.8,32,0
1424,3.8,24,3299,56%,Fuziqra,Dimensity 6300 Processor,0.3MP,0.3MP,Up to 6 Months,No Warranty,2000,1.8,8,0
9999,3.9,24,12999,23%,Ai,T8200 Processor,50MP,5MP,1 Year,1 Year,5000,6.745,8,128
12999,4.2,24,14999,13%,Tecno,Dimensity 6300 5G Processor,48MP,8MP,1 Year,No Warranty,5000,6.67,8,128
89900,4.6,33,32999,21%,Apple,A18 Chip,50MP,12MP,1 Year,1 Year,5500,6.7,256,0
945,3.9,24,1090,13%,KARBONN,Dimensity 6300 Processor,50MP,0.03MP,1 Year,No Warranty,1000,1.8,16,0
24999,4.1,24,28999,13%,OPPO,Dimensity 6300 Processor,50MP,50MP + 2MP,1 Year,1 Year,7000,6.75,8,256
899,4.1,24,1249,28%,itel,Unisoc Processor,50MP,50MP,1 Year,No Warranty,1000,1.8,32,0
25999,4.6,25,32999,21%,realme,Dimensity 7400 Ultra Processor,50MP,50MP + 8MP,1 Year,1 Year,10001,6.8,8,128
4864,4.1,25,5899,17%,Nokia,Dimensity 6300 Processor,0.3MP,0.3MP,Up to 6 Months,Up to 6 Months,1450,2.8,46875,125
17999,4.3,25,21999,18%,OPPO,Dimensity 6300 Processor,50MP,50MP + 2MP,1 Year,1 Year,5000,6.56,8,128
987,3.9,25,1699,41%,LAVA,Dimensity 6300 Processor,0.3MP,50MP,1 Year,1 Year,1000,2.4,32,0
89900,4.6,37,32999,21%,Apple,A18 Chip,50MP,12MP,1 Year,1 Year,5500,6.7,256,0
13499,4.3,25,14999,10%,Infinix,Dimensity 7300 Ultimate Processor,50MP,50MP,1 Year,1 Year,5500,6.67,6,128
14999,4.3,25,16999,11%,Infinix,Dimensity 7300 Ultimate Processor,50MP,50MP,1 Year,1 Year,5500,6.67,8,128
10416,3.7,25,18999,45%,hmd,Unisoc T760 5G octa core 6 nm processor,50MP,50MP,1 Year,No Warranty,5000,6.67,6,128
9999,4.3,25,11999,16%,vivo,T7225 Processor,50MP,5MP,1 Year,1 Year,5500,6.74,4,64
460,3.5,25,999,53%,G,Dimensity 6300 Processor,50MP,0.3MP + 0.3MP,Up to 6 Months,No Warranty,1000,1.8,8,0
14999,4.3,25,17999,16%,REDMI,Dimensity 6300 Processor,108MP,108MP,1 Year,No Warranty,5030,6.79,6,128
7799,3.9,25,8999,13%,POCO,Dimensity 6300 Processor,32MP,8MP,1 Year,1 Year,5200,6.88,4,64
20999,4.3,25,26999,22%,POCO,Dimensity 6300 Processor,50MP,64MP + 8MP + 2MP,1 Year,1 Year,5100,6.67,12,256
6899,4.3,25,8599,19%,Tecno,Unisoc T61 Processor,13MP,8MP,1 Year,No Warranty,5000,6.67,3,64
32795,4.5,25,35999,8%,IQOO,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,6400,6.78,12,256
32999,4.3,25,48999,32%,Samsung,Exynos 1480 Processor,50MP,32MP,1 Year,1 Year,5000,6.6,12,256
12999,4.2,25,14999,13%,Tecno,Dimensity 6300 5G Processor,48MP,8MP,1 Year,No Warranty,5000,6.67,8,128
499,3.5,25,999,50%,HOTLINE,Dimensity 6300 Processor,0.3MP,0.3MP,Up to 6 Months,No Warranty,1000,1.8,8,0
10391,4.1,25,13999,25%,Samsung,Dimensity 6300 Processor,50MP,50MP + 2MP,1 Year,1 Year,5000,6.7,4,64
15499,3.9,25,18999,18%,LAVA,Dimensity 6300 Processor,64MP,64MP,1 Year,1 Year,5000,6.67,6,128
39099,4.5,25,40999,4%,IQOO,Qualcomm Processor,50MP,50MP + 50MP + 8MP,1 Year,1 Year,7000,6.78,12,256
469,3.5,25,999,53%,HOTLINE,Dimensity 6300 Processor,0.3MP,0.3MP,Up to 6 Months,No Warranty,5500,1.8,8,0
16999,4.3,25,17999,5%,Samsung,Exynos 1330 Processor,50MP,13MP,1 Year,1 Year,5000,6.7,6,128
25999,4.6,26,32999,21%,realme,Dimensity 7400 Ultra Processor,50MP,50MP + 8MP,1 Year,1 Year,10001,6.8,8,128
35999,4.4,26,37999,5%,POCO,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,7550,6.83,12,512
899,4.1,26,1249,28%,itel,Dimensity 6300 Processor,50MP,50MP,1 Year,No Warranty,1000,1.8,8,0
12999,4.4,26,13999,7%,realme,Dimensity 6300 Processor,32MP,8MP,1 Year,1 Year,6000,6.67,6,128
7799,3.9,26,8999,13%,POCO,Dimensity 6300 Processor,32MP,8MP,1 Year,1 Year,5200,6.88,4,64
11999,4.4,26,12999,7%,realme,Dimensity 6300 Processor,32MP,8MP,1 Year,1 Year,6000,6.67,4,128
980,4.8,26,1290,24%,KARBONN,Dimensity 6300 Processor,50MP,0.03MP,1 Year,1 Year,1000,1.8,16,0
32795,4.5,26,35999,8%,IQOO,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,6400,6.78,12,256
16099,4.2,26,19999,19%,Samsung,Dimensity 6300 Processor,50MP,50MP + 5MP + 2MP,1 Year,1 Year,5000,6.7,6,128
7499,4.1,26,9999,25%,Ai,T615 Processor,50MP,5MP,1 Year,1 Year,5000,6.745,6,128
13499,4.3,26,14999,10%,Infinix,Dimensity 7300 Ultimate Processor,50MP,50MP,1 Year,1 Year,5500,6.67,6,128
740,3.1,26,1299,43%,Samsung,Dimensity 6300 Processor,50MP,50MP,No Warranty,No Warranty,5500,1.5,8,0
45545,4.7,26,45999,21%,IQOO,Qualcomm Processor,50MP,50MP + 50MP + 8MP,1 Year,1 Year,7000,6.78,16,512
24999,4.3,26,32999,21%,realme,MediaTek Dimensity 6400 MAX Processor,50MP,50MP + 2MP,1 Year,1 Year,7000,6.57,8,256
21999,4.3,26,31999,31%,POCO,Dimensity D8400 Ultra Processor,50MP,50MP + 8MP,1 Year,1 Year,6550,6.67,8,256
27899,4.5,26,31999,12%,IQOO,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,6400,6.78,8,128
11999,4.3,26,14999,20%,REDMI,Dimensity 6300 Processor,50MP,8MP,1 Year,1 Year,5160,6.88,6,128
14970,4.2,26,17999,16%,REDMI,Dimensity 6300 Processor,13MP,13MP,1 Year,1 Year,5030,6.79,8,128
7999,4.1,26,8999,11%,REDMI,T7250 Processor,32MP,8MP,1 Year,1 Year,5200,6.88,3,64
24999,4.4,26,33999,26%,realme,Dimensity 6300 Processor,50MP,50MP + 50MP + 8MP,1 Year,1 Year,6000,6.83,8,128
15499,4.3,26,20999,26%,POCO,Dimensity 7025 Ultra Processor,50MP,50MP + 2MP,1 Year,1 Year,5110,6.67,8,256
1249,4.0,27,1499,16%,Kechaoda,Dimensity 6300 Processor,0.3MP,50MP,Up to 6 Months,No Warranty,1700,2.4,16,0
7999,4.1,27,8999,11%,REDMI,T7250 Processor,32MP,8MP,1 Year,1 Year,5200,6.88,3,64
25999,4.6,27,32999,21%,realme,Dimensity 7400 Ultra Processor,50MP,50MP + 8MP,1 Year,1 Year,10001,6.8,8,128
79900,4.6,36,32999,21%,Apple,A18 Chip,50MP,12MP,1 Year,1 Year,5500,6.7,128,0
19999,4.3,27,27999,28%,POCO,Dimensity 7300 Ultra Processor,50MP,50MP + 8MP + 2MP,1 Year,1 Year,5500,6.67,8,256
21999,4.4,27,36999,40%,Samsung,Exynos 1380 Processor,50MP,13MP,1 Year,1 Year,5000,6.6,8,256
9029,4.2,27,10990,17%,LAVA,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,5000,6.6,4,64
27998,4.4,27,42999,34%,Samsung,Exynos 1480 Processor,50MP,32MP,1 Year,1 Year,5000,6.6,8,128
18603,4.2,27,19999,6%,realme,Dimensity 6300 Processor,50MP,50MP,1 Year,No Warranty,7000,6.57,8,128
999,4.4,27,1499,33%,Kechaoda,Dimensity 6300 Processor,50MP,0MP,No Warranty,No Warranty,5500,1.44,32,0
865,4.0,27,1099,21%,itel,Dimensity 6300 Processor,50MP,50MP,1 Year,No Warranty,1000,1.8,32,0
15999,4.4,27,17999,11%,realme,Dimensity 6300 Processor,50MP,8MP,1 Year,1 Year,6000,6.67,8,128
30997,4.4,27,45999,32%,Samsung,Exynos 1480 Processor,50MP,32MP,1 Year,1 Year,5000,6.6,8,256
999,4.0,27,2200,54%,Kechaoda,Dimensity 6300 Processor,50MP,0MP,Up to 6 Months,No Warranty,5500,1.44,32,0
15664,4.2,27,19999,21%,Samsung,Dimensity 6300 Processor,50MP,50MP + 5MP + 2MP,1 Year,1 Year,5000,6.7,6,128
8220,4.4,27,10499,21%,Samsung,Helio G99 Processor,50MP,50MP,1 Year,1 Year,5000,6.7,4,64
37999,4.4,27,39999,5%,realme,Dimensity 6300 Processor,50MP,50MP + 50MP + 8MP,1 Year,1 Year,6000,6.83,12,512
17999,4.3,27,20999,14%,OPPO,Dimensity 6300 Processor,50MP,50MP + 2MP,1 Year,1 Year,6000,6.67,8,128
18749,4.4,27,23999,21%,Tecno,Dimensity 7300 Ultimate Processor,50MP,64MP + 8MP,1 Year,No Warranty,6000,6.78,8,256
13999,4.2,27,17499,20%,Samsung,Dimensity 6300 Processor,50MP,50MP + 5MP + 2MP,1 Year,1 Year,5000,6.657,6,128
72979,4.8,27,76999,5%,OnePlus,Dimensity 6300 Processor,50MP,50MP,1 Year,No Warranty,7300,6.78,12,256
9999,3.9,27,12999,23%,Ai,T8200 Processor,50MP,5MP,1 Year,1 Year,5000,6.745,8,128
30790,4.4,27,35999,14%,realme,Dimensity 6300 Processor,50MP,50MP + 50MP + 8MP,1 Year,1 Year,6000,6.83,8,256
24780,4.4,27,33999,27%,realme,Dimensity 6300 Processor,50MP,50MP + 50MP + 8MP,1 Year,1 Year,6000,6.83,8,128
15999,4.4,28,20999,23%,Motorola,Dimensity 6300 Processor,50MP,50MP + 8MP,1 Year,1 Year,5000,6.67,8,128
21999,4.4,28,25499,13%,vivo,Dimensity 7300 Processor,50MP,50MP + 2MP,1 Year,No Warranty,6500,6.72,8,256
25999,4.6,28,32999,21%,realme,Dimensity 7400 Ultra Processor,50MP,50MP + 8MP,1 Year,1 Year,10001,6.8,8,128
16999,4.3,28,17999,5%,Samsung,Exynos 1330 Processor,50MP,13MP,1 Year,1 Year,5000,6.7,6,128
72280,4.8,28,76999,6%,OnePlus,Dimensity 6300 Processor,50MP,50MP,1 Year,No Warranty,7300,6.78,12,256
32999,4.3,28,48999,32%,Samsung,Exynos 1480 Processor,50MP,32MP,1 Year,1 Year,5000,6.6,12,256
12999,4.1,28,15999,18%,POCO,Snapdragon 6s Gen 3 5G Processor,50MP,50MP,1 Year,1 Year,7000,6.9,4,128
56999,4.3,28,59999,5%,Google,Tensor G3 Processor,50MP,64MP + 13MP,1 Year,No Warranty,4404,6.1,8,256
1816,4.0,28,2899,37%,Snexan,Dimensity 6300 Processor,0.3MP,0.3MP,Up to 6 Months,No Warranty,3000,2.4,8,0
14999,4.2,28,32999,21%,Motorola,Snapdragon 695 5G Processor,50MP,50MP + 2MP,1 Year,1 Year,5000,6.5,8,128
12298,4.3,28,14999,18%,REDMI,Dimensity 6300 Processor,50MP,8MP,1 Year,1 Year,5160,6.88,6,128
1498,4.1,28,1899,21%,itel,Dimensity 6300 Processor,0.8MP,50MP,1 Year,No Warranty,2500,2.4,32,0
499,3.5,28,999,50%,HOTLINE,Dimensity 6300 Processor,0.3MP,0.3MP,Up to 6 Months,No Warranty,1000,1.8,8,0
13101,4.3,28,17999,27%,OPPO,Dimensity 6020 Processor,50MP,8MP,1 Year,1 Year,5000,6.56,4,128
41999,4.5,28,46999,10%,realme,Dimensity 8400-MAX Processor,50MP,50MP + 8MP,No Warranty,No Warranty,7000,6.8,12,512
16199,4.3,28,17999,10%,REDMI,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,7000,6.9,8,128
14988,4.3,28,16999,11%,realme,Dimensity 6300 Processor,50MP,8MP,1 Year,1 Year,6000,6.67,6,128
4274,3.7,28,4999,14%,hmd,Dimensity 6300 Processor,2MP,2MP,1 Year,No Warranty,1950,3.2,8,0
13174,4.2,28,17999,26%,POCO,Snapdragon 4 Gen2 AE Processor,50MP,13MP,1 Year,1 Year,5030,6.79,8,128
908,4.1,28,1399,35%,Kechaoda,Dimensity 6300 Processor,50MP,0MP,Up to 6 Months,No Warranty,5500,1.44,32,0
6499,4.2,28,9999,35%,Samsung,Helio G85 Processor,50MP,8MP,1 Year,1 Year,5000,6.74,4,64
19499,4.2,28,24499,20%,Samsung,Exynos 1380 Processor,50MP,13MP,1 Year,1 Year,5000,6.7,8,128
480,3.3,28,999,51%,G,UNISOC Processor,50MP,0.3MP + 1MP,Up to 6 Months,No Warranty,1150,1.8,8,0
64999,4.7,29,69999,7%,OPPO,Dimensity 8450 Processor,50MP,200MP + 50MP + 50MP,1 Year,1 Year,6200,6.32,12,512
879,3.9,29,1499,41%,Jmax,Dimensity 6300 Processor,0.3MP,0.3MP,1 Year,No Warranty,5500,0.66,8,0
59999,4.7,29,64999,7%,OPPO,Dimensity 8450 Processor,50MP,200MP + 50MP + 50MP,1 Year,1 Year,6200,6.32,12,256
25999,4.6,29,32999,21%,realme,Dimensity 7400 Ultra Processor,50MP,50MP + 8MP,1 Year,1 Year,10001,6.8,8,128
13499,4.1,29,15999,15%,Samsung,Dimensity 6300 Processor,50MP,50MP,1 Year,1 Year,5000,6.7,4,128
8999,4.2,29,10999,18%,Ai,T8200 Processor,50MP,5MP,1 Year,1 Year,5000,6.745,6,128
34999,4.5,29,45999,23%,realme,Dimensity Processor,50MP,50MP + 50MP + 8MP + 50MP,1 Year,1 Year,7000,6.7,8,256
10999,4.0,29,12999,15%,OPPO,Dimensity 6300 Processor,13MP,13MP,1 Year,1 Year,6500,6.75,4,64
37999,4.5,29,42999,11%,realme,Dimensity 8400-MAX Processor,50MP,50MP + 8MP,No Warranty,No Warranty,7000,6.8,12,256
