product_name,price,ratings,features,pagenum,originalprice,Discount,Review
"realme P4 Power 5G (TransSilver, 128 GB)","₹25,999",4.6,8 GB RAM | 128 GB ROM17.27 cm (6.8 inch) Full HD+ AMOLED Display50MP + 8MP | Yes10001 mAh BatteryDimensity 7400 Ultra Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,33,"₹32,999",21% off,"1,008 Ratings & 90 Reviews"
"REDMI A5 (Just Black, 128 GB)","₹8,999",4.2,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.48 cm (6.88 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5200 mAh BatteryT7250 Processor1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,33,"₹9,999",10% off,"4,887 Ratings & 233 Reviews"
Jio Bharat V4 JBV191M2 4G UPI Phone,₹729,3.8,36 MB RAM | 36 MB ROM | Expandable Upto 128 GB4.5 cm (1.77 inch) QVGA Display0.3MP Rear Camera | 0MP Front Camera1000 mAh BatteryNA Processor1 Year Manufacturer Warranty,33,"₹1,749",58% off,272 Ratings & 25 Reviews
"LAVA Agni 3 5G (Pristine Glass, 128 GB)","₹20,109",3.8,8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Battery1 Year Warranty on Handset and 6 Months Warranty on Accessories,33,"₹25,999",22% off,292 Ratings & 29 Reviews
"Infinix GT 30 5G+ Pulse Green 128 (Pulse Green, 128 GB)","₹19,499",4.4,8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display64MP + 8MP | 13MP Front Camera5500 mAh BatteryDimensity 7400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,33,"₹24,999",22% off,394 Ratings & 21 Reviews
Kechaoda A27,₹899,4,32 MB RAM | 32 MB ROM4.27 cm (1.68 inch) Display0MP Front Camera800 mAh Battery3 Months Company Warranty,33,"₹2,049",56% off,"16,259 Ratings & 869 Reviews"
"Samsung Galaxy A06 5G (Light Green, 64 GB)","₹10,999",4.1,4 GB RAM | 64 GB ROM17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh Li-ion BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,33,"₹13,999",21% off,"2,876 Ratings & 169 Reviews"
"realme 14x 5G (Crystal Black, 128 GB)","₹14,999",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,33,"₹16,999",11% off,"14,056 Ratings & 678 Reviews"
"POCO X6 5G (Mirror Black, 256 GB)","₹20,999",4.3,12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,33,"₹26,999",22% off,"13,491 Ratings & 1,124 Reviews"
"Tecno Pova Curve 5G (Geek Black, 256 GB)","₹19,999",4.4,8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display64MP Rear Camera | 13MP Front Camera5500 mAh BatteryDimensity 7300 Ultimate Processor1 Year Manufacturer Warranty for Handset,33,"₹23,999",16% off,"1,478 Ratings & 148 Reviews"
"REDMI 13 5G (Orchid Pink, 128 GB)","₹14,974",4.2,8 GB RAM | 128 GB ROM17.25 cm (6.79 inch) Full HD+ Display108MP Rear Camera5030 mAh BatteryQualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor1 year manufacture warranty,33,"₹19,999",25% off,"15,051 Ratings & 790 Reviews"
"REDMI 13 5G (Black Diamond, 128 GB)","₹14,760",4.2,8 GB RAM | 128 GB ROM17.25 cm (6.79 inch) Display108MP Rear Camera5030 mAh BatteryBrand Warranty,33,"₹19,999",26% off,"15,051 Ratings & 790 Reviews"
"vivo Y31 Pro 5G (Mocha Brown, 128 GB)","₹19,999",4.4,8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera6500 mAh BatteryDimensity 7300 Processor1 Year Warranty,33,"₹23,499",14% off,307 Ratings & 14 Reviews
Kechaoda K28,"₹1,249",4,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB6.1 cm (2.4 inch) QVGA Display0.3MP Rear Camera1700 mAh Battery3 Months Company Warranty,33,"₹1,499",16% off,"5,339 Ratings & 383 Reviews"
"REDMI 13 5G (Orchid Pink, 128 GB)","₹12,499",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh Lithium Polymer Battery4 Gen 2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,33,"₹17,999",30% off,"49,006 Ratings & 2,413 Reviews"
"REDMI A5 (Jaisalmer Gold, 64 GB)","₹7,999",4.1,3 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.48 cm (6.88 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5200 mAh BatteryT7250 Processor1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,33,"₹8,999",11% off,"7,208 Ratings & 338 Reviews"
"Apple iPhone 17 (Black, 512 GB)","₹1,02,900",4.7,"512 GB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP | 18MP Front CameraA19 Chip, 6 Core Processor ProcessorApple One (1) Year Limited Warranty",18,,,"4,850 Ratings & 261 Reviews"
"MOTOROLA Edge 60 Pro (Pantone Shadow, 256 GB)","₹33,999",4.3,12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP + 50MP + 10MP | 50MP Front Camera6000 mAh BatteryDimensity 8350 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,33,"₹40,999",17% off,"14,159 Ratings & 1,139 Reviews"
"REDMI Note 15 5G (Mist Purple, 128 GB)","₹23,495",4.6,8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display108MP Rear Camera5520 mAh Battery12 Months Brand Warranty,33,"₹26,999",12% off,60 Ratings & 4 Reviews
HOTLINE H1282,₹460,3.5,32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.3MP Rear Camera1000 mAh BatteryThe Hotline Mobiles has 3 Months Manufacture’s Warranty & after Warranty period we would like to help our customers with the best possible service under low expenses,33,₹999,53% off,"1,132 Ratings & 44 Reviews"
"MOTOROLA Razr 60 (Ice Melt, 256 GB)","₹54,999",4.4,8 GB RAM | 256 GB ROM17.53 cm (6.9 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera4500 mAh BatteryDimensity 7400X Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,33,"₹72,999",24% off,"2,163 Ratings & 154 Reviews"
"Tecno Pova 7 5G (Magic Silver, 256 GB)","₹15,999",4.4,8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + AI | 13MP Front Camera6000 mAh BatteryDimensity 7300 Ultimate Processor1 Year Manufacturer Warranty for Phone,33,"₹19,999",20% off,"9,322 Ratings & 711 Reviews"
"REDMI Note 14 Pro 5G (Phantom Purple, 256 GB)","₹23,999",4.4,8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP + 2MP | 20MP Front Camera5500 mAh BatteryDimensity 7300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,34,"₹30,999",22% off,"5,513 Ratings & 380 Reviews"
"OPPO A6 Pro 5G (Cappuccino Brown, 128 GB)","₹22,999",4.1,8 GB RAM | 128 GB ROM17.14 cm (6.75 inches) HD+ Display50MP + 2MP | Yes7000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,34,"₹26,999",14% off,32 Ratings & 1 Reviews
"vivo Y400 Pro 5G (Nebula Purple, 128 GB)","₹25,999",4.4,8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP + 2MP | 32MP Front Camera5500 mAh BatteryDimensity 7300 Processor1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories,34,"₹29,999",13% off,"1,453 Ratings & 76 Reviews"
"vivo Y400 Pro 5G (Fest Gold, 128 GB)","₹25,999",4.4,8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP + 2MP | 32MP Front Camera5500 mAh BatteryDimensity 7300 Processor1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories,34,"₹29,999",13% off,"1,453 Ratings & 76 Reviews"
"realme P4 Power 5G (TransSilver, 128 GB)","₹25,999",4.6,8 GB RAM | 128 GB ROM17.27 cm (6.8 inch) Full HD+ AMOLED Display50MP + 8MP | Yes10001 mAh BatteryDimensity 7400 Ultra Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,34,"₹32,999",21% off,"1,008 Ratings & 90 Reviews"
"vivo Y400 Pro 5G (Nebula Purple, 256 GB)","₹27,999",4.4,8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 2MP | 32MP Front Camera5500 mAh BatteryDimensity 7300 Processor1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories,34,"₹31,999",12% off,"1,453 Ratings & 76 Reviews"
"vivo Y400 5G (Olive Green, 128 GB)","₹22,999",4.4,8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP + 2MP | 32MP Front Camera6000 mAh Battery4 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,34,"₹25,999",11% off,663 Ratings & 24 Reviews
"REDMI 13 5G (Orchid Pink, 128 GB)","₹17,999",4.3,6 GB RAM | 128 GB ROM17.25 cm (6.79 inch) Full HD+ Display108MP Rear Camera5030 mAh BatteryQualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor1 year manufacture warranty,34,,,"49,006 Ratings & 2,413 Reviews"
Samsung Guru1200,₹726,3,10 MB RAM | 10 MB ROM4.57 cm (1.8 inch) Display800 mAh Battery1 year seller domestic warranty,34,"₹1,699",57% off,"3,905 Ratings & 284 Reviews"
"REDMI 13C 5G (Starlight Black, 128 GB)","₹9,999",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,34,"₹13,999",28% off,"47,373 Ratings & 1,852 Reviews"
Samsung Guru1200,₹726,3,10 MB RAM | 10 MB ROM4.57 cm (1.8 inch) Display800 mAh Battery1 year seller domestic warranty,34,"₹1,299",44% off,"3,905 Ratings & 284 Reviews"
"realme C73 5G (Onyx Black, 64 GB)","₹11,999",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display32MP Rear Camera | 8MP Front Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,34,"₹12,999",7% off,"1,592 Ratings & 80 Reviews"
Kechaoda K28,"₹1,249",4,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB6.1 cm (2.4 inch) QVGA Display0.3MP Rear Camera1700 mAh Battery3 Months Company Warranty,34,"₹1,499",16% off,"5,339 Ratings & 383 Reviews"
"Samsung Galaxy A17 5G (Black, 128 GB)","₹19,990",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1330 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,34,"₹23,499",14% off,500 Ratings & 25 Reviews
"Apple iPhone 17 (White, 512 GB)","₹1,02,900",4.7,"512 GB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP | 18MP Front CameraA19 Chip, 6 Core Processor ProcessorApple One (1) Year Limited Warranty",37,,,"4,850 Ratings & 261 Reviews"
"Motorola g45 5G (Brilliant Blue, 128 GB)","₹11,999",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 6s Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,34,"₹14,999",20% off,"2,53,008 Ratings & 12,454 Reviews"
"vivo V50e 5G (Sapphire Blue, 128 GB)","₹26,399",4.4,8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP | 50MP Front Camera5600 mAh BatteryDimensity 7300 Processor1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories,34,"₹33,999",22% off,"3,220 Ratings & 182 Reviews"
"LAVA Storm Lite 5G (Cosmic Titanium, 64 GB)","₹9,029",4.2,4 GB RAM | 64 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera5000 mAh Battery1 Year Handset Warranty and 6 Months Warranty on Accessories,34,"₹10,990",17% off,134 Ratings & 10 Reviews
"REDMI Note 15 5G (Black, 128 GB)","₹23,364",4.6,8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display108MP Rear Camera5520 mAh Battery12 Months Brand Warranty,34,"₹26,999",13% off,60 Ratings & 4 Reviews
LAVA Hero Shakti 2025,₹938,4.1,4 MB RAM | 32 GB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) HQVGA Display0MP | 0MP Front Camera800 mAh BatteryMtk ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,34,"₹1,199",21% off,391 Ratings & 17 Reviews
"REDMI 13c 5G (Startrail Green, 128 GB)","₹9,654",4.3,4 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh Battery1 Year,34,"₹13,999",31% off,"47,373 Ratings & 1,852 Reviews"
Lvix L1 310,₹599,3.4,16 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0.3MP Rear Camera1000 mAh Battery3 Months Warranty,34,₹999,40% off,"1,448 Ratings & 64 Reviews"
LAVA Hero Shakti 2025,₹938,4.1,4 MB RAM | 32 GB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) HQVGA Display0MP | 0MP Front Camera800 mAh BatteryMtk ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,34,"₹1,199",21% off,391 Ratings & 17 Reviews
Jio Bharat V4 JBV191M2 4G UPI Phone,₹729,3.8,36 MB RAM | 36 MB ROM | Expandable Upto 128 GB4.5 cm (1.77 inch) QVGA Display0.3MP Rear Camera | 0MP Front Camera1000 mAh BatteryNA Processor1 Year Manufacturer Warranty,34,"₹1,749",58% off,272 Ratings & 25 Reviews
"realme P4 Power 5G (TransSilver, 128 GB)","₹25,999",4.6,8 GB RAM | 128 GB ROM17.27 cm (6.8 inch) Full HD+ AMOLED Display50MP + 8MP | Yes10001 mAh BatteryDimensity 7400 Ultra Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,35,"₹32,999",21% off,"1,008 Ratings & 90 Reviews"
"I Kall I6 Multimedia Mobile Phone - 2.4"" Display, 2500mAh Battery, Triple-Sim",₹854,3.8,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB6.1 cm (2.4 inch) Display0.3MP Rear Camera2500 mAh Battery1 Year Manufacturing Warranty for Product and 6 Month Accessories.,35,"₹1,699",49% off,25 Ratings & 0 Reviews
Jio Bharat V4 JBV191M2 4G UPI Phone,₹729,3.8,36 MB RAM | 36 MB ROM | Expandable Upto 128 GB4.5 cm (1.77 inch) QVGA Display0.3MP Rear Camera | 0MP Front Camera1000 mAh BatteryNA Processor1 Year Manufacturer Warranty,35,"₹1,749",58% off,272 Ratings & 25 Reviews
"Samsung Galaxy F17 5G (Neo Black, 128 GB)","₹15,499",4.2,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 5MP | 13MP Front Camera5000 mAh BatteryExynos 1330 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,35,"₹16,499",6% off,107 Ratings & 8 Reviews
itel it5027 Slim Keypad Mobile | 2.4 inch Display| Type C Charging,"₹1,109",4.1,4 MB RAM | 4 MB ROM6.1 cm (2.4 inch) Display0.3MP Rear Camera1200 mAh Battery1 year manufacturer,35,"₹1,649",32% off,"1,464 Ratings & 94 Reviews"
Kechaoda A27,₹930,4,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB1.68 cm (0.66 inch) QVGA Display0MP | 0MP Front Camera800 mAh BatteryNA Processor3 Months Company Warranty,35,"₹1,599",41% off,"16,259 Ratings & 869 Reviews"
"realme P3 Ultra 5G (Glowing Lunar White, 128 GB)","₹23,999",4.4,8 GB RAM | 128 GB ROM17.35 cm (6.83 inch) Display50MP + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 8350 Ultra Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,35,"₹31,999",25% off,"19,876 Ratings & 1,921 Reviews"
"OPPO Reno15 5G (Twilight Blue, 256 GB)","₹45,999",4.6,8 GB RAM | 256 GB ROM16.74 cm (6.59 inch) Full HD+ Display50MP + 50MP + 8MP | Yes6500 mAh Battery7 Gen 4 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,35,"₹49,999",8% off,348 Ratings & 70 Reviews
"Samsung Galaxy M16 5G (Thunder Black, 128 GB)","₹13,499",4.1,4 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,35,"₹15,999",15% off,559 Ratings & 20 Reviews
Jmax Prime 1,₹809,3.8,32 MB RAM | 32 MB ROM6.1 cm (2.4 inch) Display1.3MP Rear Camera2250 mAh Battery1 Year Domestic Warranty 7698174900,35,"₹1,999",59% off,275 Ratings & 20 Reviews
"Samsung Galaxy M16 5G (Mint Green, 128 GB)","₹13,499",4.1,4 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,35,"₹15,999",15% off,559 Ratings & 20 Reviews
"vivo Y19s 5G (Titanium Silver, 128.0 GB)","₹13,499",4.4,4 GB RAM | 128.0 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) Display13MP + 0.08MP | 5MP Front Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,35,"₹15,999",15% off,70 Ratings & 2 Reviews
"Nothing Phone (3a) Lite (White, 128 GB)","₹21,999",4.4,8 GB RAM | 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium ion BatteryMediaTek Dimensity 7300 Pro Processor1 Year Manufacturing Warranty,35,"₹22,999",4% off,621 Ratings & 41 Reviews
Kechaoda K28,"₹1,289",4,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB6.1 cm (2.4 inch) QVGA Display0.3MP Rear Camera1700 mAh Battery3 Months Company Warranty,35,"₹1,499",14% off,"5,339 Ratings & 383 Reviews"
"realme P3 Ultra 5G (Orion Red, 256 GB)","₹26,999",4.5,12 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 8350 Ultra Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,35,"₹35,999",25% off,"4,105 Ratings & 374 Reviews"
"itel Zeno 20 Max (Space Titanium, 64 GB)","₹7,990",,4 GB RAM | 64 GB ROM16.76 cm (6.6 inch) Display13MP Rear Camera5000 mAh Battery1 Year,35,"₹8,699",8% off,
"IQOO Z10 Lite 5G (Cyber Green, 64 GB)","₹11,296",4.2,4 GB RAM | 64 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera6000 mAh Battery1 Year Warranty,35,"₹12,999",13% off,"2,387 Ratings & 94 Reviews"
"realme Gt 7 (Icesense Blue, 512 GB)","₹40,999",4.4,12 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP + 50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera7000 mAh BatteryDimensity Processor1 Year manufacturer Warranty for handset & 6 months for accessories,35,"₹52,999",22% off,372 Ratings & 29 Reviews
Samsung Metro 313,"₹1,299",3,4 GB RAM | 2.27 MB ROM5.08 cm (2 inch) Display0.3MP Rear Camera1000 mAh BatteryNA,35,"₹1,999",35% off,"13,139 Ratings & 993 Reviews"
"vivo Y400 Pro 5G (Freestyle White, 128 GB)","₹25,999",4.4,8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP + 2MP | 32MP Front Camera5500 mAh BatteryDimensity 7300 Processor1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories,35,"₹29,999",13% off,"1,453 Ratings & 76 Reviews"
"vivo Y400 5G (Glam White, 256 GB)","₹24,999",4.4,8 GB RAM | 256 GB ROM17.12 cm (6.74 inch) Display50MP + 2MP | 32MP Front Camera6000 mAh Battery4 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,35,"₹27,999",10% off,663 Ratings & 24 Reviews
"vivo Y400 5G (Olive Green, 256 GB)","₹24,999",4.4,8 GB RAM | 256 GB ROM17.12 cm (6.74 inch) Display50MP + 2MP | 32MP Front Camera6000 mAh Battery4 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,35,"₹27,999",10% off,663 Ratings & 24 Reviews
"OPPO K13 Turbo Pro 5G (Silver Knight, 256 GB)","₹34,999",4.3,8 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera7000 mAh Battery8s Gen 4 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,35,"₹41,999",16% off,173 Ratings & 13 Reviews
"OPPO K13 Turbo Pro 5G (Purple Phantom, 256 GB)","₹36,999",4.4,12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera7000 mAh Battery8s Gen 4 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,35,"₹44,999",17% off,365 Ratings & 35 Reviews
"realme P4 Power 5G (TransSilver, 128 GB)","₹25,999",4.6,8 GB RAM | 128 GB ROM17.27 cm (6.8 inch) Full HD+ AMOLED Display50MP + 8MP | Yes10001 mAh BatteryDimensity 7400 Ultra Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,36,"₹32,999",21% off,"1,008 Ratings & 90 Reviews"
"MOTOROLA Edge 60 5G (PANTONE Shamrock, 256 GB)","₹25,999",4.3,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display50MP + 50MP + 10MP | 50MP Front Camera5500 mAh BatteryDimensity 7400 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,36,"₹31,999",18% off,"5,927 Ratings & 408 Reviews"
"Samsung Galaxy S24 Ultra 5G (Titanium Gray, 256 GB)","₹1,08,799",4.6,12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Quad HD+ Display200MP + 50MP + 12MP + 10MP | 12MP Front Camera5000 mAh BatterySnapdragon 8 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,36,"₹1,34,999",19% off,"7,664 Ratings & 558 Reviews"
"Apple iPhone 17 Pro (Deep Blue, 256 GB)","₹1,34,900",4.7,"256 GB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 48MP | 18MP Front CameraA19 Chip, 6 Core Processor ProcessorApple One (1) Year Limited Warranty",36,,,838 Ratings & 59 Reviews
"vivo V60 5G (Moonlit Blue, 512 GB)","₹45,999",4.5,16 GB RAM | 512 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP + 50MP | 50MP Front Camera6500 mAh Battery7 Gen 4 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,36,"₹50,999",9% off,735 Ratings & 56 Reviews
"vivo V60 5G (Mist Gray, 512 GB)","₹45,999",4.5,16 GB RAM | 512 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP + 50MP | 50MP Front Camera6500 mAh Battery7 Gen 4 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,36,"₹50,999",9% off,735 Ratings & 56 Reviews
"realme P3 Pro 5G (Galaxy Purple, 128 GB)","₹19,999",4.4,8 GB RAM | 128 GB ROM17.35 cm (6.83 inch) Display50MP + 2MP | 16MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,36,"₹28,999",31% off,"18,372 Ratings & 1,370 Reviews"
"realme P3 Pro 5G (Saturn Brown, 128 GB)","₹19,999",4.4,8 GB RAM | 128 GB ROM17.35 cm (6.83 inch) Display50MP + 2MP | 16MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,36,"₹28,999",31% off,"18,372 Ratings & 1,370 Reviews"
"vivo V60e (Elite Purple, 128 GB)","₹31,999",4.4,8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Full HD+ Display200MP + 8MP | 50MP Front Camera6500 mAh BatteryDimensity 7360-Turbo Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,36,"₹34,999",8% off,"2,682 Ratings & 163 Reviews"
"realme Gt 7 (Icesense Blue, 256 GB)","₹36,999",4.4,12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP + 50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera7000 mAh BatteryDimensity Processor1 Year manufacturer Warranty for handset & 6 months for accessories,36,"₹48,999",24% off,372 Ratings & 29 Reviews
Jio F320-B LYF,"₹2,499",3.4,"64 MB RAM | 64 MB ROM | Expandable Upto 8 GB6.1 cm (2.4 inch) VGA Display0.3MP Rear Camera1500 mAh Batteryqaualcom Processor3 ,months Warranty by Leyskystore",36,"₹3,499",28% off,169 Ratings & 7 Reviews
"realme P4 5G (Engine Blue, 128 GB)","₹19,999",4.4,6 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP | 16MP Front Camera7000 mAh BatteryMediatek Dimensity 7400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,36,"₹20,999",4% off,"20,163 Ratings & 1,273 Reviews"
itel King Signal Keypad Mobile | Type C Charging | Auto Call recording | Triple Sim,"₹1,262",4.1,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB5.08 cm (2 inch) Display0.3MP Rear Camera1500 mAh Battery12+1 months manufacturer warranty,36,"₹1,899",33% off,64 Ratings & 7 Reviews
